Processing Report
=============================================================
File Processed: grafik do raportu poprawiony 01-2025.xlsx

✅ Processing completed successfully!
Total schedule entries processed: 651

✅ WorkSchedule summary entries:
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 197, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 202, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 202, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 202, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 202, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 202, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 202, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 202, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 191, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 5, Employee: 191, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 191, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 191, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 191, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 191, Start: 08:00, End: 19:45, Room: None
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 191, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 195, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 195, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 195, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 195, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 19, Employee: 195, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 195, Start: 08:00, End: 13:40, Room: None
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 195, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 203, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 203, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 203, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 203, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 203, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 203, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 203, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 203, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 203, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 203, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 203, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 203, Start: 08:00, End: 18:45, Room: None
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 214, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 214, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 214, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 214, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 214, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 214, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 214, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 19, Employee: 214, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 214, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 214, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 214, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 214, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 214, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 223, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 223, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 223, Start: 08:00, End: 13:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 223, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 223, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 223, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 223, Start: 08:00, End: 19:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 223, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 223, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 223, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 223, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 223, Start: 08:00, End: 17:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 223, Start: 08:00, End: 19:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 220, Start: 08:00, End: 17:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 220, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 17, Employee: 220, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 220, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 220, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 220, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 220, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 1, Employee: EWR, Start: 09:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 7, Employee: EWR, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 8, Employee: EWR, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 11, Employee: EWR, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 12, Employee: EWR, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: EWR, Start: 15:35, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 16, Employee: EWR, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 17, Employee: EWR, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: EWR, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: EWR, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 25, Employee: EWR, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 26, Employee: EWR, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 28, Employee: EWR, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 227, Start: 09:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 227, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 227, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 18, Employee: 227, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 19, Employee: 227, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 227, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 227, Start: 08:00, End: 17:05, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 227, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 227, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 222, Start: 09:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 11, Employee: 222, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 12, Employee: 222, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 222, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 222, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 222, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 222, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 24, Employee: 222, Start: 08:00, End: 14:25, Room: None
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 222, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 222, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 231, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 5, Employee: 231, Start: 08:00, End: 12:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 22, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 27, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 30, Employee: 231, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 1, Employee: 171, Start: 09:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 5, Employee: 171, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 171, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 171, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 171, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 14, Employee: 171, Start: 08:00, End: 14:55, Room: None
  ➡️ YearMonth: 2025-01, Day: 15, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 16, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 20, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 21, Employee: 171, Start: 08:00, End: 15:35, Room: None
  ➡️ YearMonth: 2025-01, Day: 23, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 25, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 26, Employee: 171, Start: 08:00, End: 19:30, Room: None
  ➡️ YearMonth: 2025-01, Day: 28, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 29, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 31, Employee: 171, Start: 08:00, End: 18:00, Room: None
  ➡️ YearMonth: 2025-01, Day: 2, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 3, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 4, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 6, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 7, Employee: 192, Start: 10:25, End: 18:00, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 8, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 9, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 10, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
  ➡️ YearMonth: 2025-01, Day: 13, Employee: 192, Start: 08:00, End: 15:35, Room: GAB1
